0	5.921957364341094
10	5.921661279896582
20	5.922629198966415
30	5.923029715762282
40	5.922978036175718
50	5.923552546744044
60	5.924665379665387
70	5.923746786632398
80	5.922992277992285
90	5.922205787781358
100	5.923410404624285
110	5.923515424164531
120	5.921073264781497
130	5.922254335260121
140	5.922051446945343
150	5.921782496782502
160	5.920547327752741
170	5.919916183107678
180	5.918588917525778
190	5.917540348612013
200	5.9193221433182766
210	5.919941860465123
220	5.921568754034867
230	5.920948999354429
240	5.920433096315456
250	5.920006468305311
260	5.919282945736441
270	5.91715300193674
280	5.918248222365877
290	5.9206266149870865
300	5.923359223300976
310	5.925032383419695
320	5.9248251295336845
330	5.923900388098325
340	5.92510679611651
350	5.925975452196387
360	5.927512919896647
370	5.925126050420173
380	5.92346054333765
390	5.924708549222804
400	5.922663642255353
410	5.922663642255353
420	5.920129617628002
430	5.917691309987035
440	5.913826199740602
450	5.910753246753251
460	5.91060428849903
470	5.908439531859561
480	5.907729342875736
490	5.905488281250004
500	5.905420743639924
510	5.906342894393745
520	5.901673177083336
530	5.899876302083336
540	5.899408322496752
550	5.89973376623377
560	5.899447693307345
570	5.899707981829984
580	5.899396103896107
590	5.900200907323399
600	5.903988326848254
610	5.904533073929965
620	5.905928571428576
630	5.901720779220785
640	5.902248865845761
650	5.902430330524957
660	5.9010570687419
670	5.900616482803381
680	5.902331168831175
690	5.902459441920837
700	5.902871030460148
710	5.903056456846211
720	5.904731391585768
730	5.90871113989638
740	5.909084415584423
750	5.912025974025981
760	5.9128145265888525
770	5.91278029812055
780	5.9152559948153005
790	5.9152559948153005
800	5.914161812297741
810	5.914161812297741
820	5.913220998055743
830	5.910103626943012
840	5.913160621761664
850	5.913160621761664
860	5.910420711974115
870	5.911157078215907
880	5.912567741935488
890	5.914042553191495
900	5.91434278350516
910	5.9102193548387145
920	5.9079948420374
930	5.902665808113335
940	5.904342783505161
950	5.906250803858527
960	5.906001287830013
970	5.906039922730207
980	5.905889175257738
990	5.907264516129039
1000	5.906761290322586
